province_industry,pagerank_value
广东其他第三产业,0.01727922322796926
广东电子通信,0.017011142642249455
江苏其他第三产业,0.016344799798132446
江苏化学制品,0.012063790935197811
江苏交通运输,0.011822226630533955
江苏建筑业,0.011096852901993364
山东化学制品,0.01101965569533654
江苏电气机械,0.010271566149857825
江苏电子通信,0.009876046481408426
广东批发零售,0.009430383809739222
河北黑色金属,0.008490545150466603
广东金融,0.007028097357165503
江苏纺织业,0.006842953447011233
江苏普通机械设备,0.006821148177551055
广东电气机械,0.006738825082320178
广东运输邮政,0.006636234703576401
山东其他第三产业,0.0065988335274945725
山东食品加工,0.005800651785631162
北京其他第三产业,0.005628264901554345
广东建筑业,0.005587937875224565
浙江其他第三产业,0.005420622377953531
山东批发零售,0.005262201170620986
江苏批发零售,0.004967692347832801
江苏专用机械设备,0.004934008144175273
广东电热生产供应,0.004688151613456562
江苏金属制品,0.004665527343429644
江苏金融,0.0046048633382210396
四川其他第三产业,0.004603812234537909
江苏黑色金属,0.004529808826882838
广东房地产,0.004529448106894478
山东纺织业,0.0044420009059526425
江苏运输邮政,0.004317585541485468
广东化学制品,0.004302467506211889
江苏纺织服装服饰,0.004262475031943269
浙江纺织业,0.004222602620617095
山东石油炼焦,0.0042154569672353094
山东有色金属,0.004192109216028613
江苏化学纤维制品,0.0040037122803630075
四川电子通信,0.003954298660651875
广东金属制品,0.003931096971591143
河南非金属矿物,0.0037417249200853353
山东建筑业,0.003661898609974863
山东运输邮政,0.0036563834252892253
山东普通机械设备,0.0036007820616832846
山东农业,0.0035893158251981334
广东橡胶塑料,0.003545092776305994
山东交通运输,0.003496493058887748
河南有色金属,0.003492204843353213
广东交通运输,0.0033883877246743397
江苏仪器仪表,0.003358305017585671
山东橡胶塑料,0.00328406426874798
广东非金属矿物,0.0032476243418343223
山东非金属矿物,0.0032302720804822313
浙江化学制品,0.0032243573793574146
山东黑色金属,0.0031058527711204176
浙江化学纤维制品,0.00302109476462206
河南食品加工,0.002963168936722549
江苏农业,0.00292644446784336
山东金属制品,0.0029097617392040745
江苏非金属矿物,0.0029041412448282075
浙江批发零售,0.0029039078364186443
江苏食品加工,0.002899327165733409
河南其他第三产业,0.0028808540229720097
河南化学制品,0.002846527510482067
重庆电子通信,0.0027819295978472056
北京金融,0.0027231386292153824
广东食品加工,0.002703186644192611
广东普通机械设备,0.002610247675509726
浙江交通运输,0.0026096305220604374
河北建筑业,0.0025255008168704363
广东农业,0.0025223821901773106
江苏木材加工,0.0025166445503642942
四川农业,0.002507524710322499
江苏橡胶塑料,0.002505888869946368
湖北化学制品,0.002485973580932895
浙江电气机械,0.002474374941396826
广东食品制造,0.0024481740281329222
江苏电热生产供应,0.0024259287403280384
河南农业,0.0024144404809604975
四川金融,0.002410449912987101
山东电气机械,0.002360736611385259
湖南其他第三产业,0.00234579902628199
江苏医药制品,0.0023285620034468194
山东专用机械设备,0.0023208071186433727
广东造纸和纸制品,0.002274144180985658
安徽其他第三产业,0.002249176686371019
广东有色金属,0.00224509719649437
广东文教体育用品,0.0022259875004229514
湖北其他第三产业,0.002211074198750209
河北其他第三产业,0.002187142063818438
山东食品制造,0.002165524932503632
四川运输邮政,0.0021400961209287633
安徽电气机械,0.0021387957232355506
山东电热生产供应,0.002117401449600279
浙江建筑业,0.0020982383612087228
上海金融,0.0020788513711308466
四川化学制品,0.0020365770767311925
广东住宿餐饮,0.002031508020084645
江苏房地产,0.0020173059977899015
山东金融,0.002015751276068633
河南黑色金属,0.0020153675994916344
山西煤炭开采,0.002003754406245461
广东黑色金属,0.002003414827804294
浙江普通机械设备,0.002000889353095671
上海其他第三产业,0.001953867371605844
内蒙古煤炭开采,0.0019413709112445258
陕西其他第三产业,0.0019265347370529449
山东医药制品,0.0019198664946945057
江苏有色金属,0.001905587082432816
湖北农业,0.0019011916182359394
湖北食品加工,0.0018889958484479877
河南运输邮政,0.00188173311111862
浙江金融,0.001881665433260047
广东废弃资源回收加工,0.0018664892412580429
天津其他第三产业,0.001852859183821286
广东专用机械设备,0.001841385979105501
上海批发零售,0.001840468225019186
广东皮革制品,0.001832680722595188
四川批发零售,0.0018240277537227023
河北运输邮政,0.0018139391148203378
河南食品制造,0.0018129680696062447
广东石油炼焦,0.0018094526814274963
山东木材加工,0.001803453566198061
山东电子通信,0.001801685944110859
广东纺织服装服饰,0.001795376520445159
浙江运输邮政,0.0017946791483052279
山东造纸和纸制品,0.0017927305926079325
河南纺织业,0.0017234058444948622
江西有色金属,0.0017213854442794893
河南建筑业,0.0017118912755475703
北京电热生产供应,0.0017030986463307362
浙江电热生产供应,0.0016999834954008082
四川电热生产供应,0.0016899288256372507
江苏文教体育用品,0.0016646568202462655
四川非金属矿物,0.0016410373965394726
云南其他第三产业,0.0016323412204050218
福建其他第三产业,0.001602095768743436
安徽建筑业,0.001588428582126961
河北金属制品,0.001576970571787094
安徽化学制品,0.001575769760961977
江苏造纸和纸制品,0.0015675560723978257
广西农业,0.001565621350225344
内蒙古黑色金属采选,0.0015631822693965305
陕西石油天然气,0.0015364717574579
广西电子通信,0.0015316741506370326
四川食品加工,0.0015306513910483337
安徽黑色金属,0.0015291549883635765
河南批发零售,0.0015147606292043479
广西其他第三产业,0.0015116368660494297
河南普通机械设备,0.0015037779179771407
广东家具,0.0014925027016067982
河南交通运输,0.0014831645882642092
广东纺织业,0.0014816215430118157
江苏住宿餐饮,0.0014574178838829563
湖北纺织业,0.001446260448599351
云南农业,0.001443467458516952
湖南化学制品,0.0014151975783864438
湖南农业,0.0013912818120011988
重庆交通运输,0.0013820131267688162
四川黑色金属,0.0013678227417348906
贵州农业,0.0013620825098085688
重庆其他第三产业,0.001359705642163441
山东住宿餐饮,0.001359013047295912
安徽农业,0.0013442579442726184
安徽食品加工,0.0013420322399450657
贵州其他第三产业,0.0013307345805809378
四川建筑业,0.0013294511632555618
安徽有色金属,0.0013205828542469697
浙江纺织服装服饰,0.0013202167199290434
湖北非金属矿物,0.0013188618368935037
广西黑色金属,0.0013176120204588405
陕西农业,0.001312751092552858
北京批发零售,0.0012861415718764294
河南专用机械设备,0.0012677641193180006
贵州运输邮政,0.0012646221926670032
湖南有色金属,0.0012643644457272262
浙江黑色金属,0.0012617322564003224
浙江电子通信,0.0012241777803816032
天津黑色金属,0.0012238986678448055
浙江橡胶塑料,0.0012022753656226878
浙江金属制品,0.0011937070422911758
福建纺织业,0.001187755151146905
安徽普通机械设备,0.0011853457599129594
北京运输邮政,0.0011808004445282073
黑龙江农业,0.0011771547126064798
新疆农业,0.001175805144438485
湖南食品加工,0.0011721338540526495
福建运输邮政,0.0011687893017876155
陕西石油炼焦,0.0011656879113362657
河北黑色金属采选,0.001164505125262593
陕西批发零售,0.0011619126988231723
天津交通运输,0.00115468958967278
河南电气机械,0.0011519397517020446
四川房地产,0.0011515717758248405
湖北批发零售,0.0011341191130879757
新疆石油天然气,0.001133001142051698
江西化学制品,0.0011295630155997204
河南金融,0.0011250064484892431
河南有色金属采选,0.001123060229239864
山东文教体育用品,0.0011222217185297824
辽宁其他第三产业,0.001115205299056119
辽宁石油炼焦,0.001114763423450104
湖北运输邮政,0.0011123151975336201
河南电热生产供应,0.0011116753910510174
陕西煤炭开采,0.001110344909487685
湖北金融,0.0011051988146920098
北京建筑业,0.001103722223266183
山东纺织服装服饰,0.0011028482272939383
河南金属制品,0.0011023093690120261
陕西交通运输,0.0010938581436543476
上海运输邮政,0.0010814059193986678
福建化学纤维制品,0.001076548563452168
河北农业,0.0010750078950127215
陕西有色金属,0.0010717695690241613
四川饮料制造,0.0010684736924943285
浙江有色金属,0.0010663794542960813
新疆其他第三产业,0.0010643078816304637
广西运输邮政,0.0010617002631320323
天津石油炼焦,0.0010573887937747346
山西黑色金属,0.0010550782862223116
四川住宿餐饮,0.0010544393870741454
湖南交通运输,0.0010452143897176072
陕西运输邮政,0.001044810153334209
河南橡胶塑料,0.0010332504037340142
安徽非金属矿物,0.0010322626767180587
江西其他第三产业,0.0010220144338365976
河北电热生产供应,0.0010176622567744113
辽宁建筑业,0.0010162352134359533
浙江房地产,0.0010080329811359915
吉林其他第三产业,0.0010040583456779545
天津金融,0.0010023240412488344
河南医药制品,0.0009981216727807298
湖北黑色金属,0.0009942377303886899
湖南非金属矿物,0.0009892028355803922
山东煤炭开采,0.0009827809648981607
江苏食品制造,0.000978836097476231
陕西化学制品,0.0009745775090584304
广东医药制品,0.0009688988651237793
河南电子通信,0.0009671130338664585
甘肃其他第三产业,0.0009648402488456999
河南住宿餐饮,0.000964351867700849
天津批发零售,0.0009591243987250025
内蒙古电热生产供应,0.000958645178105595
广西有色金属,0.0009512438442207054
甘肃有色金属,0.0009432463359367639
河北批发零售,0.0009402215210050716
云南批发零售,0.0009400191268825654
湖北交通运输,0.00093869924413543
山东有色金属采选,0.0009386367393691111
陕西金融,0.0009376183134844795
山东房地产,0.0009362232447599438
黑龙江其他第三产业,0.0009277229002283391
四川石油天然气,0.0009252665413598719
四川普通机械设备,0.0009170522164599191
山东黑色金属采选,0.0009158544057802458
重庆金融,0.00090894105774299
四川交通运输,0.0009084128865504088
湖南运输邮政,0.0009041024501373833
福建批发零售,0.0008952669387809794
辽宁运输邮政,0.0008890513992776671
辽宁批发零售,0.0008881168301273912
浙江造纸和纸制品,0.0008875452212064258
安徽电子通信,0.0008869778445928242
江苏皮革制品,0.0008817855960465648
广西木材加工,0.000880654211525543
江西电气机械,0.0008706054628723925
广西食品加工,0.0008686483634468616
广西金融,0.0008636902728793467
湖南批发零售,0.0008636366883714522
安徽批发零售,0.0008633874537319592
四川石油炼焦,0.0008599751850267255
湖南建筑业,0.0008596197690783813
广西化学制品,0.0008591466901956876
福建皮革制品,0.0008545430263653544
广西批发零售,0.0008543141364907289
重庆批发零售,0.0008532873759581785
山西电热生产供应,0.0008491087494631268
重庆运输邮政,0.000848076480321015
广西非金属矿物,0.0008421816532132264
四川橡胶塑料,0.0008415804769647211
浙江农业,0.0008412788367715809
黑龙江石油天然气,0.0008377514423230978
广东印刷复制品,0.0008368978674036801
安徽金融,0.000836136757028141
内蒙古黑色金属,0.000835935602128596
四川金属制品,0.0008353783161140642
广东仪器仪表,0.0008323075138819282
河北食品加工,0.0008318267351708945
陕西电子通信,0.0008269698864558053
广东饮料制造,0.0008226597480571981
福建金融,0.0008226497413812263
陕西电热生产供应,0.0008138806685553813
河北金融,0.0008128354493949922
安徽金属制品,0.0008108878206505795
四川纺织业,0.0008077021084078657
河南石油炼焦,0.0008056254340153619
湖北建筑业,0.0007881031000303471
新疆运输邮政,0.0007874269900593786
贵州电热生产供应,0.0007844535371422249
广东燃气生产供应,0.0007841215080586674
辽宁交通运输,0.0007828539527328735
福建农业,0.000777969018511068
山西黑色金属采选,0.0007778275609562125
云南金融,0.0007748749993414982
河北石油炼焦,0.0007736061436001621
山西其他第三产业,0.000772280577488827
四川食品制造,0.0007722335142390901
福建化学制品,0.0007709953258317003
河南造纸和纸制品,0.0007705332243457592
福建电子通信,0.0007694278911058829
四川电气机械,0.0007673746011706246
广东木材加工,0.0007645851533052589
安徽橡胶塑料,0.0007626068800998295
陕西非金属矿物,0.0007615981714370226
福建黑色金属,0.0007597572760189645
浙江住宿餐饮,0.0007590047237320251
新疆石油炼焦,0.0007556046184740841
云南有色金属,0.0007547597112612293
河南煤炭开采,0.0007531952179951145
安徽运输邮政,0.0007486546019782503
河北皮革制品,0.0007477417758000861
辽宁黑色金属,0.0007470356641770655
河北化学制品,0.0007390045656869047
北京房地产,0.0007347500202634213
浙江仪器仪表,0.0007321442872004052
河南木材加工,0.0007296584440061716
山东仪器仪表,0.0007233240799907752
安徽纺织业,0.0007230752664232534
吉林食品加工,0.0007181354388560952
北京有色金属采选,0.0007168458781362007
天津有色金属采选,0.0007168458781362007
山西化学纤维制品,0.0007168458781362007
上海煤炭开采,0.0007168458781362007
上海黑色金属采选,0.0007168458781362007
上海有色金属采选,0.0007168458781362007
上海非金属矿采选,0.0007168458781362007
浙江石油天然气,0.0007168458781362007
安徽石油天然气,0.0007168458781362007
福建石油天然气,0.0007168458781362007
江西石油天然气,0.0007168458781362007
湖南石油天然气,0.0007168458781362007
广东煤炭开采,0.0007168458781362007
海南煤炭开采,0.0007168458781362007
海南纺织服装服饰,0.0007168458781362007
海南化学纤维制品,0.0007168458781362007
海南其他制造产品,0.0007168458781362007
贵州石油天然气,0.0007168458781362007
云南石油天然气,0.0007168458781362007
西藏煤炭开采,0.0007168458781362007
西藏石油天然气,0.0007168458781362007
西藏烟草制品,0.0007168458781362007
西藏皮革制品,0.0007168458781362007
西藏家具,0.0007168458781362007
西藏石油炼焦,0.0007168458781362007
西藏化学纤维制品,0.0007168458781362007
西藏有色金属,0.0007168458781362007
西藏普通机械设备,0.0007168458781362007
西藏交通运输,0.0007168458781362007
西藏电子通信,0.0007168458781362007
西藏仪器仪表,0.0007168458781362007
西藏其他制造产品,0.0007168458781362007
西藏废弃资源回收加工,0.0007168458781362007
西藏燃气生产供应,0.0007168458781362007
青海烟草制品,0.0007168458781362007
青海皮革制品,0.0007168458781362007
青海木材加工,0.0007168458781362007
青海化学纤维制品,0.0007168458781362007
青海废弃资源回收加工,0.0007168458781362007
宁夏有色金属采选,0.0007168458781362007
宁夏化学纤维制品,0.0007168458781362007
宁夏电子通信,0.0007168458781362007
新疆其他制造产品,0.0007168458781362007
甘肃石油天然气,0.0007144403485885296
江苏石油炼焦,0.0007104514711708124
湖南黑色金属,0.0007102437544682495
黑龙江批发零售,0.0007050081912380398
湖南专用机械设备,0.0007046361716261718
福建建筑业,0.0007046215659443813
江西非金属矿物,0.0007016071569542958
甘肃农业,0.0007004668053803688
江苏饮料制造,0.000697935949603286
云南电热生产供应,0.0006970849349524902
贵州非金属矿物,0.000695597411846564
山西运输邮政,0.0006947873235540471
四川医药制品,0.0006921342983334267
安徽电热生产供应,0.0006907683447706008
河北非金属矿物,0.0006901227952301544
福建电热生产供应,0.0006834234841349773
四川有色金属,0.0006818517580447503
浙江非金属矿物,0.0006815716883652236
浙江皮革制品,0.0006795421146195054
江西农业,0.0006790170486671003
上海电子通信,0.0006788369379870897
湖北金属制品,0.0006769592656136474
内蒙古其他第三产业,0.0006750277504213182
黑龙江食品加工,0.0006740651727568836
安徽交通运输,0.0006608731624930268
广西电热生产供应,0.0006601399613222349
江苏印刷复制品,0.0006567826188609825
广东石油天然气,0.0006566776899924946
浙江专用机械设备,0.0006512684121610725
福建非金属矿物,0.0006504253426921994
河北交通运输,0.0006502622129265155
四川造纸和纸制品,0.0006499630948258265
重庆农业,0.0006445272427892776
安徽专用机械设备,0.0006444321979693868
山东饮料制造,0.0006437259519239013
河北纺织业,0.0006378221121545085
贵州煤炭开采,0.0006361464734390905
贵州化学制品,0.0006326993637104151
辽宁金融,0.0006308508966144334
内蒙古运输邮政,0.0006294315630326145
山东印刷复制品,0.0006282933790721276
天津运输邮政,0.0006274614276910926
陕西黑色金属,0.0006272117807168539
内蒙古石油天然气,0.0006258865509372939
山东石油天然气,0.0006239329861204669
江西纺织业,0.0006182564236510166
贵州金融,0.0006175516903133768
浙江医药制品,0.0006162569395371691
重庆化学制品,0.0006145892925426632
新疆有色金属,0.0006073284845464938
湖北普通机械设备,0.0006005511687623467
新疆化学制品,0.0006004730854953087
湖北电热生产供应,0.0005992653781019298
甘肃石油炼焦,0.0005982609262263021
云南化学制品,0.0005946279676021793
贵州批发零售,0.0005920953818392628
湖北电子通信,0.0005919959783697971
湖南普通机械设备,0.0005918650334030468
河南皮革制品,0.0005915245601219615
辽宁农业,0.0005909527141394673
湖北橡胶塑料,0.0005890997353005584
安徽木材加工,0.0005885783185976334
新疆电热生产供应,0.0005855394156840225
河南房地产,0.0005834348864925934
湖北电气机械,0.0005801725788609713
陕西食品加工,0.0005773747451531166
贵州电子通信,0.0005762924665780759
河南饮料制造,0.0005758085614878308
黑龙江运输邮政,0.0005739980067734378
江西黑色金属,0.0005660904690859605
福建食品加工,0.0005634197107251468
江西运输邮政,0.0005599826301341448
湖北食品制造,0.0005564296993081884
海南农业,0.0005557134253804319
上海建筑业,0.0005556205053236395
广东非金属矿采选,0.0005547035242930395
浙江文教体育用品,0.0005531222125959078
山东化学纤维制品,0.0005516118375478196
湖南金融,0.0005503602959488128
四川专用机械设备,0.0005431906355170175
河北食品制造,0.0005416589036299063
江西批发零售,0.0005392204473354515
浙江石油炼焦,0.0005367767234778573
上海房地产,0.0005358791574407195
重庆非金属矿物,0.0005336514333788162
湖北住宿餐饮,0.0005305045446296487
云南烟草制品,0.000528572286633836
湖北有色金属,0.0005278462882140322
福建橡胶塑料,0.0005264130045269969
湖北饮料制造,0.0005210983213893948
湖北医药制品,0.0005198907527487382
江西建筑业,0.0005181670919926109
福建电气机械,0.0005144780068252158
内蒙古有色金属,0.0005134421601008809
江苏家具,0.0005116437231468759
广东水的生产供应,0.0005104011288388794
上海交通运输,0.0005097128661378435
河北专用机械设备,0.0005074032715720873
重庆有色金属,0.0005069343665360231
山东皮革制品,0.0005066865919769444
四川黑色金属采选,0.0005055390828929986
广西废弃资源回收加工,0.0005052928431156004
江西电子通信,0.0005047367817867952
重庆电气机械,0.0005044774350541231
福建纺织服装服饰,0.0005031956628641886
四川燃气生产供应,0.0005024192879202022
新疆批发零售,0.000502370085346721
陕西有色金属采选,0.0004990702729658357
广西电气机械,0.0004962810667622791
湖南木材加工,0.0004935995604764072
福建有色金属,0.000493453729281726
河北普通机械设备,0.0004931741586002987
湖南食品制造,0.0004925865903124714
内蒙古批发零售,0.0004918785568911709
福建木材加工,0.0004904564498719813
北京电子通信,0.0004884044697245922
内蒙古农业,0.0004879215818554732
山西金融,0.00048729202540615516
吉林农业,0.00048645871801636706
广西房地产,0.00048593646343310094
天津建筑业,0.0004846938046565452
河北电气机械,0.0004831808380969809
山东家具,0.00048303037902434887
福建造纸和纸制品,0.00048183560763128834
陕西房地产,0.00048140211532449027
湖北石油炼焦,0.0004791765438806837
陕西电气机械,0.00047664487890553535
辽宁电热生产供应,0.0004764686305557168
吉林批发零售,0.0004753454430323671
内蒙古石油炼焦,0.00047523093092167925
江西金融,0.00047270272396357087
上海普通机械设备,0.0004708455813775814
安徽黑色金属采选,0.00047029073728788894
新疆金融,0.0004685449478988533
黑龙江石油炼焦,0.00046801837753697684
山东非金属矿采选,0.00046763438267304367
天津金属制品,0.0004673870729015766
安徽住宿餐饮,0.00046474671331034486
福建交通运输,0.0004633241627165634
广西造纸和纸制品,0.00046234351056669666
云南运输邮政,0.00046027467825689666
河北橡胶塑料,0.00045885093331099046
江西食品加工,0.00045701507309812636
重庆电热生产供应,0.0004567117251290891
山西石油炼焦,0.00045563768913760625
吉林黑色金属采选,0.000454508274381984
广西石油炼焦,0.00045436076735017473
贵州有色金属,0.000453696984567452
吉林运输邮政,0.00045111518680779567
陕西住宿餐饮,0.0004491893592366868
湖北房地产,0.00044794362400953465
湖南电气机械,0.0004475443679304983
上海化学制品,0.00044682808205391317
江苏其他制造产品,0.0004467997348926097
安徽医药制品,0.0004466317740528979
安徽房地产,0.0004465534194690586
重庆房地产,0.0004456902741484047
安徽食品制造,0.00044392718814063994
吉林医药制品,0.0004426409772167895
天津电热生产供应,0.0004422168538518044
湖南电子通信,0.00043966241635313
湖南金属制品,0.0004387131937005248
江苏非金属矿采选,0.00043550934305726407
安徽废弃资源回收加工,0.0004338295808471729
福建金属制品,0.00043317308175540797
天津废弃资源回收加工,0.00043160876460843786
青海有色金属,0.00042909190919073983
宁夏煤炭开采,0.0004286145123414094
福建房地产,0.00042846319347421605
甘肃电热生产供应,0.00042646427019671926
黑龙江电热生产供应,0.000425783204327246
重庆金属制品,0.0004216777918949708
贵州黑色金属,0.0004214567027546545
甘肃金融,0.00042097777944801444
辽宁食品加工,0.0004206424121772849
四川非金属矿采选,0.00042057102033056965
甘肃批发零售,0.00041993255001225783
陕西橡胶塑料,0.00041920347524800365
宁夏石油炼焦,0.0004191607292059316
河南纺织服装服饰,0.000418783267844383
贵州饮料制造,0.0004187742498186372
湖北造纸和纸制品,0.00041856313735369124
湖南医药制品,0.00041801910336304273
贵州住宿餐饮,0.0004176639141933919
湖南纺织业,0.00041446603308299316
吉林建筑业,0.00041416843238384983
内蒙古金融,0.0004137537350421962
重庆橡胶塑料,0.0004136925717482254
宁夏化学制品,0.0004115946378607559
吉林木材加工,0.0004114691290150687
云南黑色金属,0.00041004126966764324
甘肃运输邮政,0.00040929371794511213
重庆食品加工,0.0004089684454927434
宁夏其他第三产业,0.0004089670617789174
云南住宿餐饮,0.00040814790392503474
四川木材加工,0.00040798032020493435
海南其他第三产业,0.00040777569312497634
四川废弃资源回收加工,0.00040615252688431754
福建普通机械设备,0.0004054713426419633
湖北黑色金属采选,0.0004036663400609302
陕西建筑业,0.0004035814814804648
天津食品制造,0.0004030510097905549
河北房地产,0.0004025470826178701
湖南电热生产供应,0.0004019178908976395
江西医药制品,0.00040010887258229243
宁夏电热生产供应,0.0003995778344306749
天津电子通信,0.0003995574575578662
安徽纺织服装服饰,0.00039932022963212293
湖北非金属矿采选,0.0003990332276186393
河南仪器仪表,0.00039785573533465923
黑龙江木材加工,0.00039257997678191636
湖南住宿餐饮,0.00039244529222783666
浙江食品加工,0.0003921513151963357
黑龙江金融,0.0003917257000480236
四川煤炭开采,0.00039102785525721787
北京交通运输,0.00039094812113860675
湖北木材加工,0.0003908636386578473
上海电热生产供应,0.00038823006713335073
吉林电热生产供应,0.00038757162442874354
广西住宿餐饮,0.0003845993680948205
河北煤炭开采,0.0003845581804919745
湖南造纸和纸制品,0.0003844672977560348
湖北专用机械设备,0.00038290144600651606
吉林化学制品,0.0003802646024255438
吉林交通运输,0.0003791872343937465
浙江家具,0.00037896356900352687
浙江木材加工,0.0003770472841603246
湖南有色金属采选,0.000372769242829157
河北住宿餐饮,0.0003699255484866596
安徽造纸和纸制品,0.0003682159455282903
河南非金属矿采选,0.0003682035669035865
重庆普通机械设备,0.0003672714940136333
河南文教体育用品,0.00036637152775120704
江西金属制品,0.0003642559194388017
陕西黑色金属采选,0.0003633875392316969
云南食品加工,0.00036314250770343696
海南批发零售,0.000361076515651129
山西批发零售,0.0003603796878768359
云南非金属矿物,0.0003580232992098076
陕西医药制品,0.0003557171835505019
广西金属制品,0.000355594832475274
广东烟草制品,0.00035359848157125536
内蒙古燃气生产供应,0.0003509930153068287
四川印刷复制品,0.0003488105765772477
重庆黑色金属,0.0003486082669869521
吉林非金属矿物,0.00034697951967881666
青海化学制品,0.0003438359197774058
吉林金融,0.0003421279866148276
广西建筑业,0.0003399664588297068
重庆建筑业,0.0003387188993900031
天津普通机械设备,0.0003364258308528618
江西普通机械设备,0.00033636028707077157
青海石油天然气,0.0003356553264403843
海南运输邮政,0.0003354011409691153
内蒙古建筑业,0.0003348724793710079
广西橡胶塑料,0.00033464895929727795
重庆造纸和纸制品,0.0003339370678676576
福建食品制造,0.0003315864225129197
湖南烟草制品,0.00033107669596836483
辽宁化学制品,0.00032989196155484694
天津化学制品,0.0003296453017789626
海南石油炼焦,0.00032911789707273665
广东其他制造产品,0.0003270590560581718
贵州非金属矿采选,0.0003249291017548421
新疆非金属矿物,0.0003238574979083866
江西纺织服装服饰,0.0003231108942480619
江苏烟草制品,0.00032123685597857076
广西交通运输,0.00032107670864903095
青海其他第三产业,0.00031992851106100767
内蒙古食品加工,0.0003197711901921269
陕西普通机械设备,0.0003195395444464947
上海电气机械,0.00031944343146582003
安徽饮料制造,0.0003193285192815472
四川化学纤维制品,0.0003190372545356195
福建石油炼焦,0.00031750678152605444
湖南石油炼焦,0.00031716160356798394
河南黑色金属采选,0.0003150870146851414
云南建筑业,0.0003147133582107649
新疆食品加工,0.0003146068421499565
宁夏运输邮政,0.00031350506402187846
福建文教体育用品,0.0003134302629109125
新疆黑色金属,0.0003129811087185731
江西橡胶塑料,0.0003124620267252623
上海黑色金属,0.00031144334114674855
安徽煤炭开采,0.00031123410080174637
河北医药制品,0.0003110058153340624
内蒙古住宿餐饮,0.00031044398476571324
湖南非金属矿采选,0.0003097939900175238
山西建筑业,0.00030849005005625425
天津专用机械设备,0.0003073183794784898
贵州交通运输,0.00030720092375197854
内蒙古化学制品,0.0003043666425964681
陕西专用机械设备,0.00030406908198911495
甘肃非金属矿物,0.00030318958131686497
重庆住宿餐饮,0.00029942523944722455
广西黑色金属采选,0.0002975447986653199
吉林黑色金属,0.00029672743598280205
辽宁黑色金属采选,0.0002953426584682472
甘肃化学制品,0.0002952243347195792
天津房地产,0.0002951646013592442
山西农业,0.0002949405748977024
安徽仪器仪表,0.00029476305686028517
浙江烟草制品,0.0002943595917442996
陕西饮料制造,0.0002939873997609952
陕西金属制品,0.00029385668135754303
陕西纺织业,0.00029379637650213554
宁夏农业,0.00029242381587989954
江西木材加工,0.00029110983696244055
重庆医药制品,0.0002882170893488927
湖北纺织服装服饰,0.00028761056040663504
四川有色金属采选,0.0002874686266009281
广西纺织业,0.0002873857067061092
黑龙江住宿餐饮,0.00028631800855523815
宁夏金融,0.0002859120167202979
浙江印刷复制品,0.00028486042414166364
甘肃黑色金属,0.0002848106231924739
河北造纸和纸制品,0.00028471148820669116
宁夏纺织业,0.0002837244638402622
吉林石油天然气,0.00028303134553952114
云南有色金属采选,0.0002823441919302348
福建住宿餐饮,0.00028201380978432023
河南印刷复制品,0.0002813612956247256
青海电热生产供应,0.00028075949242733865
北京医药制品,0.0002795336407894754
浙江其他制造产品,0.0002795054092332331
广西有色金属采选,0.00027918841275253493
陕西食品制造,0.000279060322699704
广西医药制品,0.0002771468146062482
新疆电气机械,0.0002770016966605716
海南金融,0.000276958881669086
江西黑色金属采选,0.0002763263527787623
上海专用机械设备,0.00027510747937443844
天津电气机械,0.0002750476241773622
江苏废弃资源回收加工,0.00027427691474313996
江西皮革制品,0.0002734067850983156
江西住宿餐饮,0.00027315093292098244
广东化学纤维制品,0.00027306036847710077
吉林住宿餐饮,0.0002727606510616857
浙江食品制造,0.00027113536433393556
辽宁普通机械设备,0.000270119234083759
